Rank,CompanyName,Workers,PreviousWorker,Website,State,City,Growth,Industry,Metro,MetroCode,ZipCode,Founded
2590,Tester Construction Group,38,27,testerconstruction.com,Pennsylvania,Bala Cynwyd,198,Construction,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19004,2017
2591,Centurion Wealth Management,12,3,centurionwealth.com,Virginia,McLean,198,Financial Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22102,2015
2592,TLC Skilled Care,42,12,tlcskilledcare.com,Florida,NORTH PALM BEACH,197,Health Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33408,2017
2593,Premier Group Services,23,13,pgservicesinc.com,Maryland,Lanham,197,Financial Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20706,2005
2594,Assura,28,12,assurainc.com,Virginia,Richmond,197,IT Services,Richmond,"Richmond, VA",23228,2007
2595,Ecotec Solutions,29,13,ecotecco.com,California,COLTON,197,Business Products & Services,Inland Empire,"Riverside-San Bernardino-Ontario, CA",92324,2015
2596,TradeCentric,114,45,tradecentric.com,Virginia,Charlottesville,197,Software,,"Charlottesville, VA",22901,2011
2597,AiRo Digital Labs,169,88,airodigitallabs.com,Illinois,Naperville,197,IT Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60563,2017
2598,Innovix Pharma.,12,4,innovixlabs.com,California,Calabasas,197,Health Products,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91302,2009
2599,Dew Wealth Management,31,9,dewwealth.com,Arizona,Scottsdale,197,Financial Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85260,1999
2600,Fueled UTV,15,3,fueledutv.com,Washington,Union Gap,197,Retail,,"Yakima, WA",98903,2015
2601,Mochi Foods US,7,3,mochifoods.com,Nevada,Las Vegas,196,Food & Beverage,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89113,2016
2602,The Dog Stop,99,99,thedogstop.com,Pennsylvania,Glenshaw,196,Consumer Services,Pittsburgh,"Pittsburgh, PA",15116,2009
2603,Varo Bank,450,557,varomoney.com,California,San Francisco,196,Financial Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94111,2015
2604,Worley's Home Services,80,30,callworleys.com,Virginia,Yorktown,196,Construction,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23693,2016
2605,Cogent Analytics,220,80,cogentanalytics.com,North Carolina,Greensboro,196,Business Products & Services,Greensboro. NC,"Greensboro-High Point, NC",27409,2014
2606,BigPanda,289,148,bigpanda.io,California,Redwood City,196,IT Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94065,2011
2607,Pushly,16,9,pushly.com,Missouri,Kansas City,196,Advertising & Marketing,Kansas City,"Kansas City, MO-KS",64112,2017
2608,Techital,10,4,techital.com,California,Glendale,196,IT Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91205,2001
2609,Zoup! Specialty Products,9,7,zoupbroth.com,Michigan,SOUTHFIELD,196,Food & Beverage,Detroit,"Detroit-Warren-Dearborn, MI",48034,2012
2610,Wiserbrand,94,80,wiserbrand.com,New York,New York,196,IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10036,2016
2611,Amperity,318,156,amperity.com,Washington,Seattle,196,Software,Seattle,"Seattle-Tacoma-Bellevue, WA",98104,2016
2612,WeInfuse,44,21,weinfuse.com,Texas,Dallas,196,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75206,2016
2613,HireArt,68,25,hireart.com,New York,New York,196,Human Resources,New York,"New York-Newark-Jersey City, NY-NJ-PA",10001,2012
2614,Premier Enterprise Solutions,66,30,pesolutions-it.com,Maryland,Upper Marlboro,196,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20774,2012
2615,Impresiv Health,50,25,impresivhealth.com,Florida,Longwood,195,Health Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32750,2014
2616,Applied Tech Solutions,134,52,appliedtech.us,Wisconsin,Brookfield,195,IT Services,Milwaukee,"Milwaukee-Waukesha, WI",53005,1999
2617,Rethink First,405,159,rethinkfirst.com,New York,New York,195,Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",10001,2007
2618,Rehab 2 Perform,82,29,rehab2perform.com,Maryland,Germantown,195,Health Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20876,2014
2619,Xavier Creative House,24,6,xaviercreative.com,Pennsylvania,Jamison,195,Advertising & Marketing,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18974,2013
2620,Zahoree,395,150,http://zahoree.com,California,San Jose,195,Business Products & Services,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",95134,2012
2621,Mobile Video Guard,113,55,mobilevideoguard.com,Maryland,Bowie,195,Security,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20715,2016
2622,Hunden Partners,20,10,hunden.com,Illinois,Chicago,195,Real Estate,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60610,2006
2623,The Maze Group,50,19,themazegroup.com,New York,New York,195,Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",10013,2016
2624,Bare Bones,8,4,barebonesbroth.com,Ohio,Sylvania,195,Food & Beverage,,"Toledo, OH",43560,2013
2625,Gravity IT Resources,65,29,gravityitresources.com,Florida,Fort Lauderdale,194,Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33308,2015
2626,RighIT Solutions,128,42,righit.com,Virginia,Ashburn,194,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20148,2016
2627,5 Points Property Management,15,6,5pointspm.com,Ohio,Beachwood,194,Real Estate,Cleveland,"Cleveland-Elyria, OH",44122,2019
2628,Influence Mobile,71,19,influencemobile.com,Washington,Seattle,194,Software,Seattle,"Seattle-Tacoma-Bellevue, WA",98101,2012
2629,Bonusly,67,53,bonusly.com,Colorado,Boulder,194,Software,Boulder,"Boulder, CO",80302,2013
2630,Cloudlinx,7,3,cloudlinx.com,New York,Rockville Centre,194,IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11570,2014
2631,Eosera,25,11,eosera.com,Texas,Fort Worth,194,Health Products,Dallas,"Dallas-Fort Worth-Arlington, TX",76115,2015
2632,Lotis Environmental,13,6,thelotisgroup.com,New York,Williamsville,194,Environmental Services,Buffalo,"Buffalo-Cheektowaga, NY",14221,2007
2633,Custom Home Realty,4,2,customhomerealty.com,Massachusetts,Mendon,194,Real Estate,Worcester,"Worcester, MA-CT",1756,2018
2634,Alivi,173,144,alivi.com,Florida,Miami,194,Health Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33126,2016
2635,Hugo Hunter,100,50,hugohunter.com,North Carolina,Charlotte,194,Logistics & Transportation,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28269,2017
2636,Q1 Technologies,500,50,q1tech.com,Illinois,AURORA,193,IT Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60504,2002
2637,Fluid Cooling Systems,30,2,fluidcoolingsystems.com,Michigan,Burton,193,Manufacturing,,"Flint, MI",48529,2011
2638,All In One Accounting,94,48,accountinuity.com,Minnesota,Eagan,193,Business Products & Services,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55121,2004
2639,hubley,41,18,hubley.com,Louisiana,Baton Rouge,193,Software,Baton Rouge,"Baton Rouge, LA",70808,2017
2640,Taimen Transport,40,20,taimentransport.com,Tennessee,Chattanooga,193,Logistics & Transportation,Chattanooga,"Chattanooga, TN-GA",37408,2012
2641,Digital Mass,37,13,digitalmass.com,Minnesota,Minneapolis,193,Software,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55401,2017
2642,Alesig Consulting,148,89,alesig.com,Virginia,Fairfax,193,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22031,2007
2643,VisionSpark,15,7,visionsparksearch.com,Ohio,Worthington,192,Human Resources,Columbus,"Columbus, OH",43085,2012
2644,Parts Town,5516,2192,partstown.com,Illinois,Addison,192,Logistics & Transportation,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60101,1987
2645,Planet Networks,132,27,http://planet.net,New Jersey,Newton,192,Telecommunications,New York,"New York-Newark-Jersey City, NY-NJ-PA",7860,1994
2646,Sun Solar,231,98,ussunsolar.com,Missouri,Springfield,192,Energy,Springfield,"Springfield, MO",65803,2012
2647,Mindcubed,13,7,mindcubed.com,District of Columbia,Washington,192,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20005,2009
2648,Coyote Promotions,4,2,coyotepromos.com,New York,Port Washington,192,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",11050,1990
2649,Git The Trucking Commercial Tires,15,2,gttcommercial.tires,Virginia,Richmond,192,Retail,Richmond,"Richmond, VA",23234,2016
2650,Lumio Dental,803,512,lumiodental.com,Oklahoma,Jenks,192,Health Services,Tulsa,"Tulsa, OK",74037,2014
2651,Beyond Global Management,20,9,beyondgm.com,California,Irvine,192,Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92618,2019
2652,The Short Term Shop,45,5,theshorttermshop.com,Florida,Santa Rosa Beach,192,Real Estate,,"Crestview-Fort Walton Beach-Destin, FL",32459,2019
2653,Madewell Construction,49,17,madewell-construction.com,Texas,Lubbock,192,Construction,,"Lubbock, TX",79413,2017
2654,EPSoft Technologies,160,171,epsoftinc.com,Texas,Irving,191,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75038,2015
2655,Petite Plume,37,5,http://petite-plume.com,Illinois,Wilmette,191,Retail,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60091,2015
2656,Renovate and Restore,4,2,renovateandrestore.com,Florida,Naples,191,Construction,"Naples, FL","Naples-Marco Island, FL",34112,2001
2657,Honey Do Men,28,6,honeydomen.com,New York,Carmel,191,Construction,New York,"New York-Newark-Jersey City, NY-NJ-PA",10512,1998
2658,Edison Interactive Holdings,39,26,edisoninteractive.com,Colorado,Denver,191,Software,Denver,"Denver-Aurora-Lakewood, CO",80206,2016
2659,Asuta Health,17,5,asutahealh.org,Iowa,ANKENY,191,Health Services,Des Moines,"Des Moines-West Des Moines, IA",50021,2007
2660,Stellavise,32,9,stellavise.com,California,San Diego,191,Engineering,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92108,2015
2661,Autoagent Data Solutions,26,13,autoagent.com,Florida,Boca Raton,191,Government Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33432,2001
2662,Mayvin,459,170,mayvin.com,Virginia,Alexandria,191,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22312,2008
2663,Vetnique Labs LLC,24,11,vetniquelabs.com,Illinois,NAPERVILLE,191,Manufacturing,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60540,2011
2664,Paramount Placement,35,15,paramount-placement.com,Massachusetts,Norton,191,Human Resources,Providence,"Providence-Warwick, RI-MA",2766,2017
2665,Signature Leaders,15,8,signatureleaders.com,Georgia,Atlanta,191,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30324,2013
2666,APOD Group,40,47,apodgroup.com,Texas,Dallas,191,Security,Dallas,"Dallas-Fort Worth-Arlington, TX",75201,2013
2667,Persons Services,204,105,personsservices.com,Alabama,Mobile,191,Construction,,"Mobile, AL",36693,1978
2668,memoryBlue,371,248,memoryblue.com,Virginia,Tysons,190,Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22102,2002
2669,Zylo,118,68,zylo.com,Indiana,Indianapolis,190,Software,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46204,2016
2670,Exit 11 Coffee,55,13,exit11coffee.com,Missouri,WASHINGTON,190,Food & Beverage,St. Louis,"St. Louis, MO-IL",63090,2018
2671,Franchise Ramp,22,19,franchiseramp.com,Minnesota,Minneapolis,190,Advertising & Marketing,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55415,2017
2672,Asset Based Lending,118,40,http://abl1.net,New Jersey,Jersey City,190,Real Estate,New York,"New York-Newark-Jersey City, NY-NJ-PA",7302,2010
2673,Air Compressor Services,44,13,aircompressorservices.com,South Carolina,Greenville,190,Manufacturing,Greenville,"Greenville-Anderson, SC",29609,2012
2674,Sociallyin,51,20,http://sociallyin.com,Georgia,Atlanta,190,Advertising & Marketing,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30305,2011
2675,AC Disaster Consulting,93,58,acdisaster.com,Colorado,Denver,190,Government Services,Denver,"Denver-Aurora-Lakewood, CO",80202,2018
2676,Translation Station,22,11,translationstation.com,Georgia,Atlanta,190,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30338,1998
2677,CMH Advisors,20,12,cpataxteam.com,Texas,Dallas,190,Financial Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75254,2014
2678,Consolidated Hospitality Supplies,215,93,ch-supplies.com,Illinois,Vernon Hills,190,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60061,1995
2679,JB Office,13,10,shopjboffice.com,California,Chatsworth,189,Business Products & Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91311,2012
2680,Pretek,12,8,pretek.com,Virginia,Stafford,189,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22554,2002
2681,Bravent,35,13,bravent.us,Virginia,CHANTILLY,189,Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20152,2013
2682,FedWriters,268,64,fedwriters.com,Virginia,Fairfax,189,Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22030,2010
2683,Joint Strategic Technologies,170,60,http://jstcorp.com,Texas,Southlake,189,Government Services,Dallas,"Dallas-Fort Worth-Arlington, TX",76092,2013
2684,Sperling Interactive,37,18,sperlinginteractive.com,Massachusetts,Salem,189,Advertising & Marketing,Boston,"Boston-Cambridge-Newton, MA-NH",1970,2008
2685,CE Technologies,27,14,cetechno.com,New York,Rochester,189,IT Services,Rochester,"Rochester, NY",14623,2006
2686,Pod People,24,6,podpeople.com,New York,Brooklyn,189,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",11211,2017
2687,Liftoff,621,281,liftoff.io,California,California,188,Advertising & Marketing,San Francisco,"San Francisco-Oakland-Berkeley, CA",94063,2012
2688,SmartSites,390,137,smartsites.com,New Jersey,Paramus,188,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",7652,2011
2689,Pathlabs,102,74,http://pathlabs.com,Montana,Missoula,188,Advertising & Marketing,,"Missoula, MT",59802,2014
2690,Navaide,64,10,navaide.com,California,San Diego,188,Government Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92127,2016
2691,Prime Physicians,51,8,primephysicians.com,Iowa,Sioux City,188,Health Services,Sioux City,"Sioux City, IA-NE-SD",51104,2014
2692,3 Reasons Consulting,51,21,3reasonsllc.com,Virginia,Mechanicsville,188,IT Services,Richmond,"Richmond, VA",23116,2014
2693,NXT GEN Technologies,13,5,nxtgentech.com,Florida,Miami,188,IT Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33155,2017
2694,CyFlare,28,16,cyflare.com,New York,Rochester,188,Security,Rochester,"Rochester, NY",14623,2017
2695,Flex Payment Solutions,17,12,flexpaymentsolutions.com,Missouri,Fenton,188,Financial Services,St. Louis,"St. Louis, MO-IL",63026,2015
2696,Placements.io,55,22,placements.io,Washington,Seattle,188,Software,Seattle,"Seattle-Tacoma-Bellevue, WA",98104,2014
2697,Topaz Labs,31,14,http://topazlabs.com,Texas,Dallas,188,Consumer Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75254,2008
2698,Vizzia Technologies,30,25,vizziatech.com,Georgia,Atlanta,188,Health Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30303,2005
2699,Scrappy Apparel,11,4,scrappyapparel.com,Georgia,Decatur,188,Manufacturing,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30030,2006
2700,Universal Accounting Center,28,11,universalaccountingschools.com,Utah,Draper,187,Education,Salt Lake City,"Salt Lake City, UT",84020,1989
2701,Bizzell Corporation,22,43,bizzellcorp.com,Wyoming,Cheyenne,187,Government Services,,"Cheyenne, WY",82001,2012
2702,Coldwell Banker Crown Realtors,7,2,coldwellbankercrown.com,Minnesota,Alexandria,187,Real Estate,,,56308,0
2703,QRY,16,7,weareqry.com,New Jersey,Jersey City,187,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",7311,2017
2704,Astute Technology Management,17,7,astutetm.com,Ohio,Dublin,187,IT Services,Columbus,"Columbus, OH",43016,1998
2705,insightsoftware,2383,1107,insightsoftware.com,North Carolina,Raleigh,187,Financial Services,Raleigh,"Raleigh-Cary, NC",27615,2018
2706,LogicGate,237,129,logicgate.com,Illinois,Chicago,187,Software,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60654,2015
2707,Fast Slow Motion,119,44,fastslowmotion.com,Alabama,Birmingham,187,Software,Birmingham,"Birmingham-Hoover, AL",35203,2014
2708,TruConnect,165,92,truconnect.com,California,Los Angeles,187,Telecommunications,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90001,2011
2709,7Factor Software,54,17,7factor.io,Georgia,Sandy Springs,187,Software,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30328,2016
2710,RelPro,30,17,relpro.com,New Jersey,Short Hills,187,Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",7078,2009
2711,The Florida Probate & Family Law Firm,23,16,floridaprobateandfamilylaw.com,Florida,Coral Gables,187,Legal,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33134,2017
2712,SmartPath,13,14,http://joinsmartpath.com,Georgia,Atlanta,187,Consumer Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30339,2016
2713,Alpha Omega,415,194,alphaomega.com,Virginia,Vienna,187,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22182,2015
2714,Ideatek Telcom,159,76,ideatek.com,Kansas,Buhler,186,Telecommunications,,,67522,1999
2715,LuvBuds,48,20,shopluvbuds.com,Colorado,Denver,186,Consumer Products,Denver,"Denver-Aurora-Lakewood, CO",80216,2015
2716,NEXT Wellness,20,6,nextwellness.com,Florida,Orlando,186,Health Products,Orlando,"Orlando-Kissimmee-Sanford, FL",32836,2016
2717,Priority Tire,98,85,prioritytire.com,Florida,Jacksonville,186,Retail,Jacksonville,"Jacksonville, FL",32218,2004
2718,Cloud Staffing Professionals,16,8,cloudstaffingpro.com,Massachusetts,Beverly,186,Business Products & Services,Boston,"Boston-Cambridge-Newton, MA-NH",1915,2017
2719,Kidzville Learning Academy,30,22,kidzvilleacademy.com,Texas,Rosenberg,186,Education,Houston,"Houston-The Woodlands-Sugar Land, TX",77471,2007
2720,Plative,140,55,plative.com,New York,Brooklyn,186,IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11249,2014
2721,PRESPRO Homes and Neighborhoods,30,16,prespro.com,North Carolina,Harrisburg,186,Construction,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28075,2009
2722,South County Smiles,45,30,smilesri.com,Rhode Island,Wakefield,186,Health Services,Providence,"Providence-Warwick, RI-MA",2879,2014
2723,Supply Wisdom,108,40,supplywisdom.com,New York,New York,186,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10174,2019
2724,Tech Americas USA,400,120,tech-americas.com,Texas,Chappell Hill,186,IT Services,,,77426,2012
2725,REDCON Solutions Group,285,154,redconsolutionsgroup.com,Florida,Orlando,186,Government Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32801,2014
2726,Clutch,105,82,http://clutch.co,District of Columbia,Washington DC,186,Advertising & Marketing,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20036,2013
2727,Clio Snacks,84,23,cliosnacks.com,New Jersey,PISCATAWAY,186,Food & Beverage,New York,"New York-Newark-Jersey City, NY-NJ-PA",8854,2017
2728,Atlantic Petroleum,14,6,atlanticpetro.com,Texas,Houston,186,Energy,Houston,"Houston-The Woodlands-Sugar Land, TX",77008,2012
2729,MidStreet,8,4,midstreet.com,North Carolina,Cary,186,Business Products & Services,Raleigh,"Raleigh-Cary, NC",27518,2001
2730,COREONYX Government Solutions,24,16,coreonyx.com,Virginia,RESTON,185,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20190,2019
2731,Build Technology Group,104,32,buildtechnologygroup.com,Georgia,Woodstock,185,Software,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30188,2015
2732,Associated Construction Company,45,35,accgc.com,Connecticut,Hartford,185,Construction,Hartford,"Hartford-East Hartford-Middletown, CT",6114,1942
2733,Medical Solutions,2472,1328,medicalsolutions.com,Nebraska,Omaha,185,Health Services,Omaha,"Omaha-Council Bluffs, NE-IA",68114,2001
2734,Mission Driven Meat & Seafood,12,7,missiondrivenfoods.com,Texas,Houston,185,Food & Beverage,Houston,"Houston-The Woodlands-Sugar Land, TX",77024,2018
2735,Sodali & Co,450,300,http://sodali.com,New York,New York,185,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10022,2016
2736,Grant Leading Technology,110,40,grantleadingtechnology.com,Maryland,Riverdale,185,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20737,2013
2737,Prestigate,8,2,prestigate.com,New York,NEW YORK,185,Travel & Hospitality,New York,"New York-Newark-Jersey City, NY-NJ-PA",10010,2012
2738,First Stop Holdings,122,66,fshealth.com,Illinois,Chicago,185,Health Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60602,2011
2739,Straine Dental Management,625,20,straine.com,California,Sacramento,185,Health Services,Sacramento,"Sacramento-Roseville-Folsom, CA",95825,1998
2740,Catalyst Clinical Research,652,180,http://catalystcr.com/?gad_source=1&gclid=cjwkcaiaopuvbhbceiwam8jamq6zuio1xnsff1s6suabkrx60m-maj5g953ioo-nsxbpjyegvx-x0roc_9cqavd_bwe,North Carolina,Raleigh,185,Business Products & Services,Raleigh,"Raleigh-Cary, NC",27617,2013
2741,ALL4,247,116,all4inc.com,Pennsylvania,Kimberton,185,Environmental Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19442,2002
2742,Skyline Security,130,80,skylinesecurity.com,California,Downey,185,Security,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90241,2004
2743,SynFiny Advisors,350,174,synfiny.com,Ohio,Cincinnati,185,Business Products & Services,Cincinnati,"Cincinnati, OH-KY-IN",45202,2014
2744,Curotec,10,8,curotec.com,Pennsylvania,Newtown Square,185,IT Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19073,2010
2745,Clearstream,12,8,clearstream.io,Florida,Pensacola,185,Software,Pensacola,"Pensacola-Ferry Pass-Brent, FL",32502,2010
2746,TalentoHC,103,59,talentohc.com,Florida,Coral Gables,185,Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33134,2017
2747,Roofstock,300,177,http://roofstock.com,California,Oakland,185,Real Estate,San Francisco,"San Francisco-Oakland-Berkeley, CA",94708,2015
2748,Conserva Irrigation,55,29,conservairrigation.com,Virginia,Glen Allen,185,Environmental Services,Richmond,"Richmond, VA",23060,2012
2749,GivingData,45,16,givingdata.com,Massachusetts,Cambridge,184,Software,Boston,"Boston-Cambridge-Newton, MA-NH",2139,2013
2750,AgAmerica,133,98,agamerica.com,Florida,Lakeland,184,Financial Services,Lakeland,"Lakeland-Winter Haven, FL",33811,2014
2751,Partner Forces,85,34,partnerforces.com,Virginia,Arlington,184,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22209,2016
2752,Distributed Technology Group,24,6,dtg.com,New York,Syracuse,184,IT Services,,"Syracuse, NY",13202,2009
2753,Joyride Logistics,200,4,joyridelogistics.com,Arizona,Chandler,184,Logistics & Transportation,Phoenix,"Phoenix-Mesa-Chandler, AZ",85286,2014
2754,Clark Services Group,27,6,clarkservices.group,New Jersey,Haddonfield,184,Business Products & Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8033,1988
2755,Palmetto Publishing,30,13,palmettopublishing.com,South Carolina,Mt. Pleasant,184,Media,Charleston,"Charleston-North Charleston, SC",29464,2018
2756,Sigma Solve,13,5,sigmasolve.com,Florida,Sunrise,184,IT Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33323,2002
2757,SMACT Works,50,30,smactworks.com,Ohio,Dublin,184,IT Services,Columbus,"Columbus, OH",43017,2013
2758,Pereview Software,36,9,pereviewsoftware.com,Texas,Dallas,184,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75251,2015
2759,Infinicept,64,48,infinicept.com,Colorado,Denver,184,Software,Denver,"Denver-Aurora-Lakewood, CO",80204,2014
2760,Splice Technologies,26,15,spliceit.com,California,Cupertino,183,IT Services,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",95014,2002
2761,verb,32,10,pickaverb.com,Maryland,Baltimore,183,Advertising & Marketing,Baltimore,"Baltimore-Columbia-Towson, MD",21209,2018
2762,5iron Cyber,43,25,5iron.com,Tennessee,Franklin,183,Security,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37064,2017
2763,Mentor Collective,54,48,mentorcollective.org,Delaware,Wilmington,183,Education,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19802,2015
2764,ScreenBroidery,38,15,screenbroidery.com,Indiana,Noblesville,183,Advertising & Marketing,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46060,2008
2765,Marie Nicole Clothing,35,10,marienicoleclothing.com,Tennessee,Gallatin,183,Retail,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37066,2017
2766,Operation Dental,215,95,operationdental.com,Florida,Orlando,183,Health Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32812,2013
2767,The Jonus Group,108,63,jonusgroup.com,Pennsylvania,Wayne,183,Business Products & Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19087,2012
2768,Creative Studio Promotions,22,10,creativestudiopromo.com,Michigan,GRAND RAPIDS,183,Advertising & Marketing,Grand Rapids,"Grand Rapids-Kentwood, MI",49503,2012
2769,Strong Contractors,6,2,strongcontractors.com,Colorado,Parker,183,Construction,Denver,"Denver-Aurora-Lakewood, CO",80134,2012
2770,QuickFrames USA,16,6,quickframes.com,Arizona,Mesa,183,Manufacturing,Phoenix,"Phoenix-Mesa-Chandler, AZ",85210,2015
2771,Hoffman Financial Group,26,12,hoffmancorporation.com,Georgia,Alpharetta,183,Financial Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30022,2011
2772,Bluvium,11,5,bluvium.com,California,San Ramon,183,Business Products & Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94583,2015
2773,Apex Dental Partners,650,300,apexdp.com,Texas,DALLAS,183,Business Products & Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75248,2014
2774,Retail Security Services,43,25,retailsecurityservices.com,New York,Bohemia,183,Security,New York,"New York-Newark-Jersey City, NY-NJ-PA",11716,2014
2775,Bumo,24,22,bumo.com,California,Pasadena,183,Software,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91101,2019
2776,Good Ranchers,47,8,goodranchers.com,Texas,Friendswood,183,Food & Beverage,Houston,"Houston-The Woodlands-Sugar Land, TX",77546,2018
